,Title,Company,Talking,Cleaning,Food,Building,Organizing,Computers,Numbers,Translating,Machinery,Description,Wage,Link
337,PRODUCTION PACKAGING,Westaff,,,,,,,,,,"Production Packers needed Immediately for a Manufacturer in Clearwater, MN! No manufacturing experience to excel at this position! Shift: 10:00pm-6:00am Sunday-Thursday Pay Rate: $17.25/hr $2,000 sign-on bonus once hired, paid out over 12 weeks Production Packers will be responsible for packaging...",$17,https://www.careerarc.com/job-listing/westaff-jobs-production-packaging-39238716
338,Carpenter Apprentice/Lab...,Tradesmen International,,,,X,,,,,X,"Description Tradesmen International is seeking highly motivated Carpenter Apprentices to join our team. If you are a Carpenter Apprentice eager to become a skilled Carpenter by improving your skills and learning new ones, this is your chance to launch your career! We are recognized internationall...",~$18,https://tradesmen.jobs/saint-cloud-mn/carpenter-apprenticelaborer/CAB9B63CFA054236B8FE2D81EAAADE04/job/
339,Project Manager,Locus Recruiting,X,,,,X,X,,,,"The Project Manager is responsible for planning, executing and finalizing projects according to strict deadlines and within budget. This includes acquiring resources and coordinating the efforts of team members and third-party contractors or consultants in order to deliver projects according to p...",$38,https://www.dice.com/jobs/detail/adc93d14bf72fe5b9e508d018cdd58bd?src=32
340,Rates and Terms Speciali...,TCF Bank,X,,,,X,,,,,"Job Description Introduction TheRates and Terms Specialistperforms a variety of duties relative to the timely and accurate entry, maintenance and validation of OEM, distributor, buying group, and dealer financing plans. Must be proficient in the use of the integrated online system including entry...",~$25,https://www.snagajob.com/jobs/620550283
341,FT Salesthird key,National Vision,,,,,X,,,,,"Job Description Company Description At National Vision, we believe everyone deserves to see their best to live their best. We help people by making quality eye care and eyewear more affordable and accessible. National Vision, Inc. (NVI) is one of the largest optical retailers in the United States...",~$15,https://www.snagajob.com/jobs/619193187
342,SBA Portfolio Manager,Stearns Bank,X,,,,,X,,,X,"SBA Portfolio Manager Come Grow with Us and Join an Award-Winning Organization! Stearns Bank is looking for an SBA Portfolio Manager at our Financial Center in St. Cloud, Minnesota. JOB SUMMARY This position works directly with assigned customers to assist in the day to day management and monitor...",~$38,https://stearnsbank.csod.com/ux/ats/careersite/3/home/requisition/304?
343,Key Holder,"BootBarn, Inc.",X,,,,X,,,,,"Job Description Overview Key Holders are responsible for providing an outstanding customer experience to all Boot Barn customers. They embody the Boot Barn mission, vision and values in all they do by developing selling and service skills, product knowledge, merchandising and visual presentation ...",~$18,https://www.snagajob.com/jobs/547734784
344,Medical Supply Technicia...,"Veterans Affairs, Veterans Health Administration",X,X,,,,,,,,"The Medical Supply Technician (MST) is responsible for cleaning, disinfection, preparation, and sterilization of reusable medical equipment (RME) in Sterile Processing Services (SPS). Duties include but are not limited to: Receives contaminated critical and semi-critical RME in the decontaminatio...",$26,https://healthcarecareers.cha.com/jobs/14724066/medical-supply-technician-sterile-processing
345,Mobile Dept. Lead,MarketSource,X,,,,X,X,,,,"Mobile Department Lead (203 MDLs) MarketSource, Inc . is a premier provider of integrated sales & marketing solutions to Fortune 500 companies. We offer a dynamic entrepreneurial environment that fosters creativity and provides unlimited opportunities for personal and professional growth. Job Sum...",~$25,https://www.careerarc.com/job-listing/marketsource-jobs-mobile-dept-lead-39177530
346,Store Manger-Express-Cro...,Express,X,,,,X,,,,,"Store Manger-Express-Crossroads Mall Job Locations US-MN-Saint Cloud Requisition ID 2021-10833 Overview The Brand that Gets You to What’s Next Express is the vibrant, confident lifestyle brand for ambitious people, providing the latest fashion for style-obsessed men and women since 1980. Our miss...",~$22,https://jobs-express.icims.com/jobs/10833/store-manger-express-crossroads-mall/job?in_iframe=1
347,(USA) Member Specialist,Walmart,,,,,X,X,,,X,Position Summary... What you'll do... Ensures area of responsibility is maintained in accordance with Company policies and procedures by properly handling returns; zoning the area; arranging and organizing merchandise; and identifying shrink and damages. Provides member service by maintaining exi...,~$14,https://www.gettinghired.com/job-details/4067338/-usa-member-specialist/
348,CLASS A CDL REGIONAL/MAV...,__?__,,,,,,,,,,"MAGNUM COMPANIES ST. CLOUD, MN Apply Here Magnum is looking for an elite driver! We even have a special name for it, Maverick! Are you a driver that likes a diverse schedule? This is a job for you! A Maverick Driver dedicates a week to a terminal that is in need of a Line Haul or P&D Driver; trav...",$30,https://stcloud.craigslist.org/trp/d/saint-cloud-class-cdl-regional-maverick/7313416850.html
349,✭CLASS A CDL LOCAL DRIVE...,__?__,,,,,,,,,,"MAGNUM COMPANIES ST. CLOUD, MN Apply Here Magnum Dedicated of St Cloud, MN has an immediate opening for a Class A CDL Local Hourly Driver to serve on a dedicated customer accounts. This is a 1st shift position making deliveries to customer sites. Late model Peterbilt equipment with electronic log...",~$29,https://stcloud.craigslist.org/trp/d/saint-cloud-class-cdl-local-driver-1st/7313428072.html
350,**CLASS A CDL REGIONAL/M...,__?__,,,,,,,,,,"MAGNUM COMPANIES WILLMAR, MN Apply Here Magnum is looking for an elite driver! We even have a special name for it, Maverick! Are you a driver that likes a diverse schedule? This is a job for you! A Maverick Driver dedicates a week to a terminal that is in need of a Line Haul or P&D Driver; travel...",$30,https://stcloud.craigslist.org/trp/d/willmar-class-cdl-regional-maverick/7313418731.html
351,$2000+ per week up to 70...,__?__,,,,,,,,,,"$2000+ per week up to 70c CDL A - TRUCK DRIVER great pay !!! We are mid size over the road trucking company with about 100 trucks on the road. We are not small and not big either, right at a sweet spot when we value and take care every driver like you are the only ONE while brokers, customers tak...",~$32,https://stcloud.craigslist.org/trp/d/saint-cloud-2000-per-week-up-to-70c-cdl/7309279943.html
352,Immediate Openings - Set...,__?__,,,,,X,,,,,"With a busy year ahead, you could benefit from a part time position that pays weekly and allows you to work from home. Our entry level sales and service positions offer useful real world work experience and are a great addition to any person’s resume. Looking to fill positions right away Basic po...",$17,https://stcloud.craigslist.org/sls/d/saint-cloud-immediate-openings-set-your/7309271382.html
353,Heavy Equipment Mechanic,__?__,,,,,,,,,,"We are looking for a full-time mechanic to help maintain our heavy equipment, trucks and trailers. The right candidate will be hard-working, self-motivated and have a good attitude. Wage will be based on experience. Own tools a plus, but not required. CDL a plus. 50+ hour work week. EOE",~$30,https://stcloud.craigslist.org/trd/d/avon-heavy-equipment-mechanic/7309494088.html
354,Health Unit Coordinator ...,CentraCare Health System,X,,,,X,X,,,,"Job Description 36-48hrs pp; 6a-2:30p/12p-8:30p during week. Every 4th weekend, 6:45a-7:15p, rotating holiday SUMMARY: Functions as a communication link for the unit. Participates in the coordination of unit activity through the processing of physician orders, maintaining the patient's chart, and...",~$17,https://www.snagajob.com/jobs/620819145
355,Full Time Retail Sales M...,SAS Retail Services,X,,X,,X,,,,,"Summary Full Time Retail Sales Merchandiser SAS We are searching for a self-motivated Retail Sales Merchandiser. This position services and sells to retail accounts within an assigned territory, ensuring Client standards are met and sales volumes are increased. The ideal candidate is independent,...",~$20,https://de.jobsyn.org/ad7ec9ee6da44e1b9b8a3da008a357f71387
356,Retail Stocking Manager,"HARBOR FREIGHT TOOLS USA, INC.",X,,,,X,,,,X,"Our Assistant Managers support the Store Manager in leading teams to maximize the output of the store through the optimization of talent, operational execution, and delivery of a rewarding experience for customers and associates. Why You'll Love It: - Closed by 8pm nightly - Closed on Thanksgivin...",~$17,https://www.careerbuilder.com/job/J3W1SL5XMFVQLYDZBDK
357,Accounts Receivable (A/R...,Robert Half,,,,,X,,,,,"Ref ID: 02480-9502923675 Classification: Accounts Receivable Clerk Compensation: $18.00 to $20.00 hourly If you're looking for Accounts Receivable (A/R) Clerk work, we have a job opening for a self-starting and detail-oriented candidate! This is a short-term temporary-to-full-time Accounts Receiv...",$20,https://jobs.thejobnetwork.com/job/458308942/finance-clerk-job-in-saint-cloud-mn-56301
358,Front Desk Coordinator,Robert Half,X,,,,,,,,,"description You might be the Front Desk Coordinator OfficeTeam is looking for, if you are well-organized, motivated, and looking to grow your career. You will be a key player by leading the lobby area at a company and be a curator of first impressions. A successful Front Desk Coordinator will be ...",$17,https://www.roberthalf.com/job/st-cloud-mn/front-desk-coordinator/02480-9502923647-usen
359,Technician (2nd shift),Ziegler Inc.,X,,,X,X,X,,,X,"Ziegler CAT has an opening for a full-time, experienced Technician to work on heavy diesel truck, construction, power generation and agricultural equipment. We are looking for a dedicated employee with excellent troubleshooting and diagnostic skills to help deliver top notch service as a mechanic...",~$16,https://zieglercat.wd1.myworkdayjobs.com/en-US/zieglercat/job/St-Cloud-MN/Technician--2nd-Shift-_2021-1238
360,Operations Assistant Man...,Dollar Tree Stores,X,,,,X,,,,,"Responsible for assisting with all operational tasks within the store as delegated and assigned by the Store Manager with main focus on the front-end and sales floor operations. Also assist with the hiring, training and development of store associates as delegated by the Store Manager Principal D...",~$22,https://www.careerbuilder.com/job/J3V78878QTWB9BJZ2B9
361,Carpenter Apprentice/Lab...,"Tradesmen International, Inc.",,,,X,,,,,X,"Description Tradesmen International is seeking highly motivated Carpenter Apprentices to join our team. If you are a Carpenter Apprentice eager to become a skilled Carpenter by improving your skills and learning new ones, this is your chance to launch your career! We are recognized internationall...",~$18,https://www.jobshq.com/job/3777964/carpenter-apprentice-laborer/
362,Recreation Assistant,Department of Veterans Affairs,,,,,X,,,,X,"- Videos Videos - Duties Help Help Duties Summary The St. Cloud VA Health Care System is currently recruiting for one full-time, permanent, Recreation Assistant. Learn more about this agency Responsibilities Major duties include, but are not limited to: - Responsible for planning and implementing...",~$12,https://www.usajobs.gov/GetJob/ViewDetails/598771200
363,Recreation Assistant,"Veterans Affairs, Veterans Health Administration",,,,,X,,,,X,"Summary The St. Cloud VA Health Care System is currently recruiting for one full-time, permanent, Recreation Assistant. Responsibilities Major duties include, but are not limited to: Responsible for planning and implementing recreation activities for designated patient groups. Plan and implement ...",~$12,https://de.jobsyn.org/119783b2574f4229b265f22388eb1c2b1387
